Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
,Velenje - Šoštanj468537.17.201.06.2026 10:00:00Normalen promet,Velenje - Šoštanj,468,53,7.1,7.2,01.06.2026 10:00:00,Normalen promet
R2-425,PoljanaMežica - Poljana000.00.031.05.2026 01:00:00Ni podatka,Mežica - Poljana,0,0,0.0,0.0,31.05.2026 01:00:00,Ni podatka
,Poljana - Mežica000.00.031.05.2026 01:00:00Ni podatka,Poljana - Mežica,0,0,0.0,0.0,31.05.2026 01:00:00,Ni podatka
R2-425,TopolščicaŠentvid - Šoštanj606377.20.701.06.2026 10:00:00Normalen promet,Šentvid - Šoštanj,60,63,77.2,0.7,01.06.2026 10:00:00,Normalen promet
,Šoštanj - Šentvid725544.41.101.06.2026 10:00:00Normalen promet,Šoštanj - Šentvid,72,55,44.4,1.1,01.06.2026 10:00:00,Normalen promet
R2-425,JavorjeČrna na Koroškem - Šoštanj245176.90.301.06.2026 09:55:00Normalen promet,Črna na Koroškem - Šoštanj,24,51,76.9,0.3,01.06.2026 09:55:00,Normalen promet
,Šoštanj - Črna na Koroškem00999.90.001.06.2026 09:55:00Ni prometa,Šoštanj - Črna na Koroškem,0,0,999.9,0.0,01.06.2026 09:55:00,Ni prometa
R2-425,MežicaČrna - Mežica2164516.14.801.06.2026 10:00:00Normalen promet,Črna - Mežica,216,45,16.1,4.8,01.06.2026 10:00:00,Normalen promet
,Mežica - Črna365179.40.501.06.2026 10:00:00Normalen promet,Mežica - Črna,36,51,79.4,0.5,01.06.2026 10:00:00,Normalen promet
R2-426,LokovicaGorenje - Pesje2405711.03.401.06.2026 09:55:00Normalen promet,Gorenje - Pesje,240,57,11.0,3.4,01.06.2026 09:55:00,Normalen promet
,Pesje - Gorenje2045819.72.901.06.2026 09:55:00Normalen promet,Pesje - Gorenje,204,58,19.7,2.9,01.06.2026 09:55:00,Normalen promet
R2-426,Rečica ob PakiLetuš - Rečica1806925.12.601.06.2026 10:00:00Normalen promet,Letuš - Rečica,180,69,25.1,2.6,01.06.2026 10:00:00,Normalen promet
,Rečica - Letuš1806619.02.201.06.2026 10:00:00Normalen promet,Rečica - Letuš,180,66,19.0,2.2,01.06.2026 10:00:00,Normalen promet
R2-426,Paska vasGorenje -Rečica1686520.32.001.06.2026 09:55:00Normalen promet,Gorenje -Rečica,168,65,20.3,2.0,01.06.2026 09:55:00,Normalen promet
,Rečica - Gorenje1446623.81.901.06.2026 09:55:00Normalen promet,Rečica - Gorenje,144,66,23.8,1.9,01.06.2026 09:55:00,Normalen promet
R2-427,PodmejaPrebold - Trbovlje120342.80.301.06.2026 10:00:00Normalen promet,Prebold - Trbovlje,12,0,342.8,0.3,01.06.2026 10:00:00,Normalen promet
,Trbovlje - Prebold00999.90.001.06.2026 10:00:00Ni prometa,Trbovlje - Prebold,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
R2-427,Latkova vasLatkova vas - Prebold1205627.11.601.06.2026 10:00:00Normalen promet,Latkova vas - Prebold,120,56,27.1,1.6,01.06.2026 10:00:00,Normalen promet
,Prebold - Latkova vas1684820.72.901.06.2026 10:00:00Normalen promet,Prebold - Latkova vas,168,48,20.7,2.9,01.06.2026 10:00:00,Normalen promet
R2-428,SolčavaLjubno->Solcava364666.80.601.06.2026 10:00:00Normalen promet,Ljubno->Solcava,36,46,66.8,0.6,01.06.2026 10:00:00,Normalen promet
,Solcava->Ljubno364778.30.801.06.2026 10:00:00Normalen promet,Solcava->Ljubno,36,47,78.3,0.8,01.06.2026 10:00:00,Normalen promet
R2-428,LjubnoLuče - Radmirje966455.71.501.06.2026 10:00:00Normalen promet,Luče - Radmirje,96,64,55.7,1.5,01.06.2026 10:00:00,Normalen promet
,Radmirje - Luče1445423.52.501.06.2026 10:00:00Normalen promet,Radmirje - Luče,144,54,23.5,2.5,01.06.2026 10:00:00,Normalen promet
R2-429,Črnova 2Črnova - Dobrna964345.71.901.06.2026 10:00:00Normalen promet,Črnova - Dobrna,96,43,45.7,1.9,01.06.2026 10:00:00,Normalen promet
,Dobrna - Črnova964039.11.901.06.2026 10:00:00Normalen promet,Dobrna - Črnova,96,40,39.1,1.9,01.06.2026 10:00:00,Normalen promet
R2-429,Višnja vasStrmec - Višnja vas1805019.82.801.06.2026 10:00:00Normalen promet,Strmec - Višnja vas,180,50,19.8,2.8,01.06.2026 10:00:00,Normalen promet
,Višnja vas - Strmec1804718.03.201.06.2026 10:00:00Normalen promet,Višnja vas - Strmec,180,47,18.0,3.2,01.06.2026 10:00:00,Normalen promet
R2-430,BukovecFram - Sl. Bistrica2285914.43.301.06.2026 09:55:00Normalen promet,Fram - Sl. Bistrica,228,59,14.4,3.3,01.06.2026 09:55:00,Normalen promet
,Sl. Bistrica - Fram3246312.44.101.06.2026 09:55:00Normalen promet,Sl. Bistrica - Fram,324,63,12.4,4.1,01.06.2026 09:55:00,Normalen promet
R2-430,DobrnežSlov. Konjice - Tepanje348639.95.201.06.2026 10:00:00Normalen promet,Slov. Konjice - Tepanje,348,63,9.9,5.2,01.06.2026 10:00:00,Normalen promet
,Tepanje - Slov. Konjice396618.35.501.06.2026 10:00:00Normalen promet,Tepanje - Slov. Konjice,396,61,8.3,5.5,01.06.2026 10:00:00,Normalen promet
R2-430,Zece 2Sl.Konjice - Zeče2765311.84.501.06.2026 09:55:00Normalen promet,Sl.Konjice - Zeče,276,53,11.8,4.5,01.06.2026 09:55:00,Normalen promet
,Zeče - Sl.Konjice396548.46.401.06.2026 09:55:00Normalen promet,Zeče - Sl.Konjice,396,54,8.4,6.4,01.06.2026 09:55:00,Normalen promet
R2-430,Slovenska BistricaLožnica - Slov. Bistrica3365310.95.601.06.2026 09:55:00Povečan promet,Ložnica - Slov. Bistrica,336,53,10.9,5.6,01.06.2026 09:55:00,Povečan promet
,Slov. Bistrica - Ložnica3245210.05.201.06.2026 09:55:00Povečan promet,Slov. Bistrica - Ložnica,324,52,10.0,5.2,01.06.2026 09:55:00,Povečan promet
R2-430,ZečeDobrava - Stranice2524713.54.801.06.2026 09:55:00Normalen promet,Dobrava - Stranice,252,47,13.5,4.8,01.06.2026 09:55:00,Normalen promet
,Stranice - Dobrava336389.511.801.06.2026 09:55:00Povečan promet,Stranice - Dobrava,336,38,9.5,11.8,01.06.2026 09:55:00,Povečan promet
R2-430,VrholeLožnica - Tepanje605959.10.801.06.2026 09:55:00Normalen promet,Ložnica - Tepanje,60,59,59.1,0.8,01.06.2026 09:55:00,Normalen promet
,Tepanje - Ložnica1204928.52.101.06.2026 09:55:00Normalen promet,Tepanje - Ložnica,120,49,28.5,2.1,01.06.2026 09:55:00,Normalen promet
R2-430,StraniceStranice - Višnja vas1925617.62.901.06.2026 09:55:00Normalen promet,Stranice - Višnja vas,192,56,17.6,2.9,01.06.2026 09:55:00,Normalen promet
,Višnja vas - Stranice2044319.54.901.06.2026 09:55:00Normalen promet,Višnja vas - Stranice,204,43,19.5,4.9,01.06.2026 09:55:00,Normalen promet
R2-430,VojnikCelje AC - Višnja vas444517.57.001.06.2026 10:00:00Normalen promet,Celje AC - Višnja vas,444,51,7.5,7.0,01.06.2026 10:00:00,Normalen promet
,Višnja vas - Celje AC636485.010.901.06.2026 10:00:00Povečan promet,Višnja vas - Celje AC,636,48,5.0,10.9,01.06.2026 10:00:00,Povečan promet
R2-430,Celje (Hudinja)Celje - Celje AC (v)516344.413.701.06.2026 10:00:00Povečan promet,Celje - Celje AC (v),516,34,4.4,13.7,01.06.2026 10:00:00,Povečan promet
,Celje - Celje AC (p)516396.210.601.06.2026 10:00:00Povečan promet,Celje - Celje AC (p),516,39,6.2,10.6,01.06.2026 10:00:00,Povečan promet
,Celje AC - Celje (v)432446.69.401.06.2026 10:00:00Povečan promet,Celje AC - Celje (v),432,44,6.6,9.4,01.06.2026 10:00:00,Povečan promet
,Celje AC - Celje (p)528476.610.001.06.2026 10:00:00Povečan promet,Celje AC - Celje (p),528,47,6.6,10.0,01.06.2026 10:00:00,Povečan promet
R2-430,RadizelFram - Slivnica2165015.83.501.06.2026 10:00:00Normalen promet,Fram - Slivnica,216,50,15.8,3.5,01.06.2026 10:00:00,Normalen promet
,Slivnica - Fram1325126.02.301.06.2026 10:00:00Normalen promet,Slivnica - Fram,132,51,26.0,2.3,01.06.2026 10:00:00,Normalen promet
R2-431,VitanjeGor. Dolič - Stranice484681.40.901.06.2026 10:00:00Normalen promet,Gor. Dolič - Stranice,48,46,81.4,0.9,01.06.2026 10:00:00,Normalen promet
,Stranice - Gor. Dolič723740.21.801.06.2026 10:00:00Normalen promet,Stranice - Gor. Dolič,72,37,40.2,1.8,01.06.2026 10:00:00,Normalen promet
R2-432,LovrencApaški križ - Majšperk1804818.83.001.06.2026 10:00:00Normalen promet,Apaški križ - Majšperk,180,48,18.8,3.0,01.06.2026 10:00:00,Normalen promet
,Majšperk - Apaški križ1804419.03.401.06.2026 10:00:00Normalen promet,Majšperk - Apaški križ,180,44,19.0,3.4,01.06.2026 10:00:00,Normalen promet
R2-432,Kidričevo obvozniaKidricevo-Lovrenc na Drav. polju485580.90.801.06.2026 09:55:00Normalen promet,Kidricevo-Lovrenc na Drav. polju,48,55,80.9,0.8,01.06.2026 09:55:00,Normalen promet
,Lovrenc na Drav. polju-Kidričevo846029.81.701.06.2026 09:55:00Normalen promet,Lovrenc na Drav. polju-Kidričevo,84,60,29.8,1.7,01.06.2026 09:55:00,Normalen promet
R2-433,MT TrateAvstrija - Slovenija367106.15.301.06.2026 10:00:00Normalen promet,Avstrija - Slovenija,36,7,106.1,5.3,01.06.2026 10:00:00,Normalen promet
,Slovenija - Avstrija841748.43.601.06.2026 10:00:00Normalen promet,Slovenija - Avstrija,84,17,48.4,3.6,01.06.2026 10:00:00,Normalen promet
R2-433,Žerjavcikrižišče Sv. Ana - Lenart1208023.81.401.06.2026 10:00:00Normalen promet,križišče Sv. Ana - Lenart,120,80,23.8,1.4,01.06.2026 10:00:00,Normalen promet
,Lenart - križišče Sv. Ana1446818.61.701.06.2026 10:00:00Normalen promet,Lenart - križišče Sv. Ana,144,68,18.6,1.7,01.06.2026 10:00:00,Normalen promet
R2-433,Zg SenarskaLenart - Ptuj000.00.026.02.2026 12:40:00Ni podatka,Lenart - Ptuj,0,0,0.0,0.0,26.02.2026 12:40:00,Ni podatka
,Ptuj - Lenart000.00.026.02.2026 12:40:00Ni podatka,Ptuj - Lenart,0,0,0.0,0.0,26.02.2026 12:40:00,Ni podatka
R2-434,MP RadeljMP Radelj - Radlje000.00.031.05.2026 19:45:00Ni podatka,MP Radelj - Radlje,0,0,0.0,0.0,31.05.2026 19:45:00,Ni podatka
,Radlje - MP Radelj000.00.031.05.2026 19:45:00Ni podatka,Radlje - MP Radelj,0,0,0.0,0.0,31.05.2026 19:45:00,Ni podatka
R2-435,LaznicaMaribor - Ruše000.00.022.04.2026 14:30:00Ni podatka,Maribor - Ruše,0,0,0.0,0.0,22.04.2026 14:30:00,Ni podatka
,Ruše - Maribor000.00.022.04.2026 14:30:00Ni podatka,Ruše - Maribor,0,0,0.0,0.0,22.04.2026 14:30:00,Ni podatka
R2-435,SelnicaRuše - Selnica000.00.030.11.2023 00:40:00Ni podatka,Ruše - Selnica,0,0,0.0,0.0,30.11.2023 00:40:00,Ni podatka
,Selnica - Ruše000.00.030.11.2023 00:40:00Ni podatka,Selnica - Ruše,0,0,0.0,0.0,30.11.2023 00:40:00,Ni podatka
R2-436,Zgornja KungotaKungota - Maribor00999.90.001.06.2026 10:00:00Ni prometa,Kungota - Maribor,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
,Maribor - Kungota132023.32.801.06.2026 10:00:00Normalen promet,Maribor - Kungota,132,0,23.3,2.8,01.06.2026 10:00:00,Normalen promet
R2-436,MT JurijJurij - Zg. Kungota1254244.40.101.06.2026 10:00:00Normalen promet,Jurij - Zg. Kungota,12,54,244.4,0.1,01.06.2026 10:00:00,Normalen promet
,Zg. Kungota - Jurij1251434.70.101.06.2026 10:00:00Normalen promet,Zg. Kungota - Jurij,12,51,434.7,0.1,01.06.2026 10:00:00,Normalen promet
R2-437,RancaPesnica - Šentilj966930.11.101.06.2026 09:55:00Normalen promet,Pesnica - Šentilj,96,69,30.1,1.1,01.06.2026 09:55:00,Normalen promet
,Šentilj-Pesnica1447022.61.601.06.2026 09:55:00Normalen promet,Šentilj-Pesnica,144,70,22.6,1.6,01.06.2026 09:55:00,Normalen promet
R2-437,MT Šentilj SCMT Šentilj - Šentilj (v)1445920.91.901.06.2026 10:00:00Normalen promet,MT Šentilj - Šentilj (v),144,59,20.9,1.9,01.06.2026 10:00:00,Normalen promet
,MT Šentilj - Šentilj (p)2458114.80.301.06.2026 10:00:00Normalen promet,MT Šentilj - Šentilj (p),24,58,114.8,0.3,01.06.2026 10:00:00,Normalen promet
,Šentilj - MT Šentilj (v)00999.90.001.06.2026 10:00:00Ni prometa,Šentilj - MT Šentilj (v),0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
,Šentilj - MT Šentilj (p)2646114.93.901.06.2026 10:00:00Normalen promet,Šentilj - MT Šentilj (p),264,61,14.9,3.9,01.06.2026 10:00:00,Normalen promet
R2-438,Selnica ob MuriŠentilj - Trate725555.21.301.06.2026 10:00:00Normalen promet,Šentilj - Trate,72,55,55.2,1.3,01.06.2026 10:00:00,Normalen promet
,Trate - Šentilj3651100.91.001.06.2026 10:00:00Normalen promet,Trate - Šentilj,36,51,100.9,1.0,01.06.2026 10:00:00,Normalen promet
R2-438,ApačeGornja Radgona - Trate965436.01.301.06.2026 10:00:00Normalen promet,Gornja Radgona - Trate,96,54,36.0,1.3,01.06.2026 10:00:00,Normalen promet
,Trate - Gornja Radgona1085432.71.601.06.2026 10:00:00Normalen promet,Trate - Gornja Radgona,108,54,32.7,1.6,01.06.2026 10:00:00,Normalen promet
R2-439,RenkovciBeltinci - Dobrovnik1687822.91.901.06.2026 10:00:00Normalen promet,Beltinci - Dobrovnik,168,78,22.9,1.9,01.06.2026 10:00:00,Normalen promet
,Dobrovnik - Beltinci487771.50.501.06.2026 10:00:00Normalen promet,Dobrovnik - Beltinci,48,77,71.5,0.5,01.06.2026 10:00:00,Normalen promet
R2-439,DokležovjeDokležovje - Križevci2285115.83.701.06.2026 10:00:00Normalen promet,Dokležovje - Križevci,228,51,15.8,3.7,01.06.2026 10:00:00,Normalen promet
,Križevci - Dokležovje1804719.33.301.06.2026 10:00:00Normalen promet,Križevci - Dokležovje,180,47,19.3,3.3,01.06.2026 10:00:00,Normalen promet
R2-439,KraljevciLenart - Sv. Jurij2481216.20.301.06.2026 09:55:00Normalen promet,Lenart - Sv. Jurij,24,81,216.2,0.3,01.06.2026 09:55:00,Normalen promet
,Sv. Jurij - Lenart3671233.90.401.06.2026 09:55:00Normalen promet,Sv. Jurij - Lenart,36,71,233.9,0.4,01.06.2026 09:55:00,Normalen promet
R2-439,DobrovnikDobrovnik - Renkovci366073.90.401.06.2026 10:00:00Normalen promet,Dobrovnik - Renkovci,36,60,73.9,0.4,01.06.2026 10:00:00,Normalen promet
,Renkovci - Dobrovnik1263366.40.101.06.2026 10:00:00Normalen promet,Renkovci - Dobrovnik,12,63,366.4,0.1,01.06.2026 10:00:00,Normalen promet
R2-439,JamnaVidem - Žihlava2475144.60.301.06.2026 09:55:00Normalen promet,Videm - Žihlava,24,75,144.6,0.3,01.06.2026 09:55:00,Normalen promet
,Žihlava - Videm1205533.12.001.06.2026 09:55:00Normalen promet,Žihlava - Videm,120,55,33.1,2.0,01.06.2026 09:55:00,Normalen promet
R2-440,CankovaCankova - Večeslavci1205728.21.601.06.2026 10:00:00Normalen promet,Cankova - Večeslavci,120,57,28.2,1.6,01.06.2026 10:00:00,Normalen promet
,Večeslavci - Cankova1204224.12.501.06.2026 10:00:00Normalen promet,Večeslavci - Cankova,120,42,24.1,2.5,01.06.2026 10:00:00,Normalen promet
R2-440,SodišinciGederovci - Petanjci843732.82.401.06.2026 10:00:00Normalen promet,Gederovci - Petanjci,84,37,32.8,2.4,01.06.2026 10:00:00,Normalen promet
,Petanjci - Gederovci723243.12.001.06.2026 10:00:00Normalen promet,Petanjci - Gederovci,72,32,43.1,2.0,01.06.2026 10:00:00,Normalen promet
R2-440,MP KuzmaCankova - MP Kuzma605142.60.901.06.2026 09:50:00Normalen promet,Cankova - MP Kuzma,60,51,42.6,0.9,01.06.2026 09:50:00,Normalen promet
,MP Kuzma - Cankova605021.10.901.06.2026 09:50:00Normalen promet,MP Kuzma - Cankova,60,50,21.1,0.9,01.06.2026 09:50:00,Normalen promet
R2-440,Sveti JurijCankova - Kuzma000.00.013.04.2026 22:10:00Ni podatka,Cankova - Kuzma,0,0,0.0,0.0,13.04.2026 22:10:00,Ni podatka
,Kuzma - Cankova000.00.013.04.2026 22:10:00Ni podatka,Kuzma - Cankova,0,0,0.0,0.0,13.04.2026 22:10:00,Ni podatka
R2-440,SkakovciCankova - Gederovci724755.61.201.06.2026 09:45:00Normalen promet,Cankova - Gederovci,72,47,55.6,1.2,01.06.2026 09:45:00,Normalen promet
,Gederovci - Cankova1325331.62.001.06.2026 09:45:00Normalen promet,Gederovci - Cankova,132,53,31.6,2.0,01.06.2026 09:45:00,Normalen promet
R2-441,MP GederovciGederovci - MP Gederovci1324626.02.801.06.2026 10:00:00Normalen promet,Gederovci - MP Gederovci,132,46,26.0,2.8,01.06.2026 10:00:00,Normalen promet
,MP Gederovci - Gederovci1205028.01.801.06.2026 10:00:00Normalen promet,MP Gederovci - Gederovci,120,50,28.0,1.8,01.06.2026 10:00:00,Normalen promet
R2-441,GederovciGederovci - Veščica1804818.52.901.06.2026 09:55:00Normalen promet,Gederovci - Veščica,180,48,18.5,2.9,01.06.2026 09:55:00,Normalen promet
,Veščica - Gederovci1924217.34.201.06.2026 09:55:00Normalen promet,Veščica - Gederovci,192,42,17.3,4.2,01.06.2026 09:55:00,Normalen promet
R2-441,ČernelavciMurska Sobota - Veščica3004911.75.001.06.2026 10:00:00Normalen promet,Murska Sobota - Veščica,300,49,11.7,5.0,01.06.2026 10:00:00,Normalen promet
,Veščica - Murska Sobota3245110.15.001.06.2026 10:00:00Normalen promet,Veščica - Murska Sobota,324,51,10.1,5.0,01.06.2026 10:00:00,Normalen promet
R2-442,MostjeDobrovnik - rondo Dolga vas604159.41.401.06.2026 09:55:00Normalen promet,Dobrovnik - rondo Dolga vas,60,41,59.4,1.4,01.06.2026 09:55:00,Normalen promet
,rondo Dolga vas - Dobrovnik484971.50.801.06.2026 09:55:00Normalen promet,rondo Dolga vas - Dobrovnik,48,49,71.5,0.8,01.06.2026 09:55:00,Normalen promet
R2-442,MartjanciM.Sobota - Moravske Toplice1446123.61.901.06.2026 10:00:00Normalen promet,M.Sobota - Moravske Toplice,144,61,23.6,1.9,01.06.2026 10:00:00,Normalen promet
,Moravske Toplice - M.Sobota2645214.14.001.06.2026 10:00:00Normalen promet,Moravske Toplice - M.Sobota,264,52,14.1,4.0,01.06.2026 10:00:00,Normalen promet
R2-442,FilovciDobrovnik - Martjanci366980.20.501.06.2026 10:00:00Normalen promet,Dobrovnik - Martjanci,36,69,80.2,0.5,01.06.2026 10:00:00,Normalen promet
,Martjanci - Dobrovnik726558.30.801.06.2026 10:00:00Normalen promet,Martjanci - Dobrovnik,72,65,58.3,0.8,01.06.2026 10:00:00,Normalen promet
R2-443,LipovciBratonci - Lipovci468596.66.701.06.2026 10:00:00Povečan promet,Bratonci - Lipovci,468,59,6.6,6.7,01.06.2026 10:00:00,Povečan promet
,Lipovci - Bratonci576615.68.501.06.2026 10:00:00Povečan promet,Lipovci - Bratonci,576,61,5.6,8.5,01.06.2026 10:00:00,Povečan promet
R2-443,MP PinceLendava - Madžarska1269333.50.101.06.2026 09:55:00Normalen promet,Lendava - Madžarska,12,69,333.5,0.1,01.06.2026 09:55:00,Normalen promet
,Madžarska - Lendava244374.20.401.06.2026 09:55:00Normalen promet,Madžarska - Lendava,24,43,74.2,0.4,01.06.2026 09:55:00,Normalen promet
R2-443,OdranciBeltinci - Črenšovci1565120.92.701.06.2026 10:00:00Normalen promet,Beltinci - Črenšovci,156,51,20.9,2.7,01.06.2026 10:00:00,Normalen promet
,Črenšovci - Beltinci2165215.73.501.06.2026 10:00:00Normalen promet,Črenšovci - Beltinci,216,52,15.7,3.5,01.06.2026 10:00:00,Normalen promet
R2-443,HotizaČrenšovci - Dolnji Lakoš606681.70.701.06.2026 09:55:00Normalen promet,Črenšovci - Dolnji Lakoš,60,66,81.7,0.7,01.06.2026 09:55:00,Normalen promet
,Dolnji Lakoš - Črenšovci2405713.43.501.06.2026 09:55:00Normalen promet,Dolnji Lakoš - Črenšovci,240,57,13.4,3.5,01.06.2026 09:55:00,Normalen promet
R2-443,LendavaDol. Lakoš - Lendava967135.91.201.06.2026 09:55:00Normalen promet,Dol. Lakoš - Lendava,96,71,35.9,1.2,01.06.2026 09:55:00,Normalen promet
,Lendava - Dol. Lakoš1446229.41.801.06.2026 09:55:00Normalen promet,Lendava - Dol. Lakoš,144,62,29.4,1.8,01.06.2026 09:55:00,Normalen promet
R2-444,Rožna dolinaNova Gorica - Selo1205430.21.801.06.2026 10:00:00Normalen promet,Nova Gorica - Selo,120,54,30.2,1.8,01.06.2026 10:00:00,Normalen promet
,Selo - Nova Gorica1445323.92.101.06.2026 10:00:00Normalen promet,Selo - Nova Gorica,144,53,23.9,2.1,01.06.2026 10:00:00,Normalen promet
R2-444,Log pri VipaviAjdovščina - Vipava2765313.04.101.06.2026 10:00:00Normalen promet,Ajdovščina - Vipava,276,53,13.0,4.1,01.06.2026 10:00:00,Normalen promet
,Vipava - Ajdovščina2285915.63.201.06.2026 10:00:00Normalen promet,Vipava - Ajdovščina,228,59,15.6,3.2,01.06.2026 10:00:00,Normalen promet
R2-444,PodgričPodnanos - Razdrto604363.91.301.06.2026 10:05:00Normalen promet,Podnanos - Razdrto,60,43,63.9,1.3,01.06.2026 10:05:00,Normalen promet
,Razdrto - Podnanos3646100.50.601.06.2026 10:05:00Normalen promet,Razdrto - Podnanos,36,46,100.5,0.6,01.06.2026 10:05:00,Normalen promet
R2-444,MT Rožna dolinaNova Gorica - Rožna dolina2163214.05.401.06.2026 09:55:00Normalen promet,Nova Gorica - Rožna dolina,216,32,14.0,5.4,01.06.2026 09:55:00,Normalen promet
,Rožna dolina -Nova Gorica2523613.85.201.06.2026 09:55:00Normalen promet,Rožna dolina -Nova Gorica,252,36,13.8,5.2,01.06.2026 09:55:00,Normalen promet
R2-444,Ajdovščina 2Ajdovščina - Selo1926117.42.601.06.2026 10:00:00Normalen promet,Ajdovščina - Selo,192,61,17.4,2.6,01.06.2026 10:00:00,Normalen promet
,Ajdovščina - Selo2166315.92.601.06.2026 10:00:00Normalen promet,Ajdovščina - Selo,216,63,15.9,2.6,01.06.2026 10:00:00,Normalen promet
R2-444,Tri hišeAjševica - Ozeljan3366510.14.501.06.2026 10:00:00Normalen promet,Ajševica - Ozeljan,336,65,10.1,4.5,01.06.2026 10:00:00,Normalen promet
,Ozeljan - Ajševica3366610.34.201.06.2026 10:00:00Normalen promet,Ozeljan - Ajševica,336,66,10.3,4.2,01.06.2026 10:00:00,Normalen promet
R2-444,Gradišče pri VipaviManče - Vipava1566318.72.201.06.2026 09:55:00Normalen promet,Manče - Vipava,156,63,18.7,2.2,01.06.2026 09:55:00,Normalen promet
,Vipava - Manče1085427.72.001.06.2026 09:55:00Normalen promet,Vipava - Manče,108,54,27.7,2.0,01.06.2026 09:55:00,Normalen promet
R2-444,OzeljanSelo - Tri hiše1685220.82.801.06.2026 09:50:00Normalen promet,Selo - Tri hiše,168,52,20.8,2.8,01.06.2026 09:50:00,Normalen promet
,Tri hiše - Selo1565223.12.401.06.2026 09:50:00Normalen promet,Tri hiše - Selo,156,52,23.1,2.4,01.06.2026 09:50:00,Normalen promet
R2-445,SenadoličeSenožeče - Sežana727238.51.001.06.2026 09:55:00Normalen promet,Senožeče - Sežana,72,72,38.5,1.0,01.06.2026 09:55:00,Normalen promet
,Sežana - Senožeče486467.81.001.06.2026 09:55:00Normalen promet,Sežana - Senožeče,48,64,67.8,1.0,01.06.2026 09:55:00,Normalen promet
R2-445,ŠtorjeSenožeče - Sežana967636.71.101.06.2026 09:50:00Normalen promet,Senožeče - Sežana,96,76,36.7,1.1,01.06.2026 09:50:00,Normalen promet
,Sežana - Senožeče489264.20.401.06.2026 09:50:00Normalen promet,Sežana - Senožeče,48,92,64.2,0.4,01.06.2026 09:50:00,Normalen promet
R2-445,Sežana 3Fernetiči - Sežana612335.014.801.06.2026 09:55:00Povečan promet,Fernetiči - Sežana,612,33,5.0,14.8,01.06.2026 09:55:00,Povečan promet
,Sežana - Fernetiči504395.810.501.06.2026 09:55:00Povečan promet,Sežana - Fernetiči,504,39,5.8,10.5,01.06.2026 09:55:00,Povečan promet
R2-446,SežanaDivača - Sežana724854.81.501.06.2026 09:55:00Normalen promet,Divača - Sežana,72,48,54.8,1.5,01.06.2026 09:55:00,Normalen promet
